"iet_name";"iet_istypedby";"isc_name";"isc_version"
IfcBeam/BEAM;IfcBeamType/BEAM;IFC4;"4.0.2.1"
IfcElementAssembly;IfcElementAssemblyType;IFC4;"4.0.2.1"
IfcEngine;IfcEngineType;IFC4;"4.0.2.1"
IfcBuildingElementProxy/ELEMENT;IfcBuildingElementProxyType/ELEMENT;IFC4;"4.0.2.1"
IfcBuildingElementProxy/PARTIAL;IfcBuildingElementProxyType/PARTIAL;IFC4;"4.0.2.1"
IfcCableCarrierFitting/REDUCER;IfcCableCarrierFittingType/REDUCER;IFC4;"4.0.2.1"
IfcActuator/USERDEFINED;IfcActuatorType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser/AIRCOOLED;IfcCondenserType/AIRCOOLED;IFC4;"4.0.2.1"
IfcDuctFitting/BEND;IfcDuctFittingType/BEND;IFC4X3_ADD1;"4.3.1.0"
IfcDuctFitting/CONNECTOR;IfcDuctFittingType/CONNECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcDoor/NOTDEFINED;IfcDoorType/NOTDEFINED;IFC4;"4.0.2.1"
IfcDuctFitting/OBSTRUCTION;IfcDuctFittingType/OBSTRUCTION;IFC4X3_ADD1;"4.3.1.0"
IfcDuctFitting/TRANSITION;IfcDuctFittingType/TRANSITION;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/FIXEDPLATECROSSFLOWEXCHANGER;IfcAirToAirHeatRecoveryType/FIXEDPLATECROSSFLOWEXCHANGER;IFC4X3_ADD1;"4.3.1.0"
IfcDuctFitting/USERDEFINED;IfcDuctFittingType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDuctFitting/NOTDEFINED;IfcDuctFittingType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/FIXEDPLATEPARALLELFLOWEXCHANGER;IfcAirToAirHeatRecoveryType/FIXEDPLATEPARALLELFLOWEXCHANGER;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/HEATPIPE;IfcAirToAirHeatRecoveryType/HEATPIPE;IFC4X3_ADD1;"4.3.1.0"
IfcCurtainWall/USERDEFINED;IfcCurtainWallType/USERDEFINED;IFC4;"4.0.2.1"
IfcAirToAirHeatRecovery/ROTARYWHEEL;IfcAirToAirHeatRecoveryType/ROTARYWHEEL;IFC4X3_ADD1;"4.3.1.0"
IfcDuctSegment/FLEXIBLESEGMENT;IfcDuctSegmentType/FLEXIBLESEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcDuctSegment/RIGIDSEGMENT;IfcDuctSegmentType/RIGIDSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcDuctSegment/NOTDEFINED;IfcDuctSegmentType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDuctSilencer/FLATOVAL;IfcDuctSilencerType/FLATOVAL;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/TWINTOWERENTHALPYRECOVERYLOOPS;IfcAirToAirHeatRecoveryType/TWINTOWERENTHALPYRECOVERYLOOPS;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/USERDEFINED;IfcAirToAirHeatRecoveryType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcAlarm/BELL;IfcAlarmType/BELL;IFC4X3_ADD1;"4.3.1.0"
IfcAudioVisualAppliance/DISPLAY;IfcAudioVisualApplianceType/DISPLAY;IFC4X3_ADD1;"4.3.1.0"
IfcBeam/DIAPHRAGM;IfcBeamType/DIAPHRAGM;IFC4X3_ADD1;"4.3.1.0"
IfcBeam/EDGEBEAM;IfcBeamType/EDGEBEAM;IFC4X3_ADD1;"4.3.1.0"
IfcCivilElement;IfcCivilElementType;IFC4;"4.0.2.1"
IfcBeam/PIERCAP;IfcBeamType/PIERCAP;IFC4X3_ADD1;"4.3.1.0"
IfcBeam/SPANDREL;IfcBeamType/SPANDREL;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser/EVAPORATIVECOOLED;IfcCondenserType/EVAPORATIVECOOLED;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser/WATERCOOLED;IfcCondenserType/WATERCOOLED;IFC4X3_ADD1;"4.3.1.0"
IfcFilter/NOTDEFINED;IfcFilterType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser/WATERCOOLEDBRAZEDPLATE;IfcCondenserType/WATERCOOLEDBRAZEDPLATE;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/AMMETER;IfcFlowInstrumentType/AMMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/COMBINED;IfcFlowInstrumentType/COMBINED;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/FREQUENCYMETER;IfcFlowInstrumentType/FREQUENCYMETER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/POWERFACTORMETER;IfcFlowInstrumentType/POWERFACTORMETER;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser/USERDEFINED;IfcCondenserType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCondenser/NOTDEFINED;IfcCondenserType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionEquipmentResource/DEMOLISHING;IfcConstructionEquipmentResourceType/DEMOLISHING;IFC4X3_ADD1;"4.3.1.0"
IfcConstructionEquipmentResource/LIGHTING;IfcConstructionEquipmentResourceType/LIGHTING;IFC4X3_ADD1;"4.3.1.0"
IfcAirTerminalBox/CONSTANTFLOW;IfcAirTerminalBoxType/CONSTANTFLOW;IFC4X1;"4.1.0.0"
IfcSubContractResource;IfcSubContractResourceType;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/WOOD;IfcConstructionMaterialResourceType/WOOD;IFC4X3_ADD1;"4.3.1.0"
IfcImpactProtectionDevice/BUMPER;IfcImpactProtectionDeviceType/BUMPER;IFC4X3_ADD1;"4.3.1.0"
IfcImpactProtectionDevice/CRASHCUSHION;IfcImpactProtectionDeviceType/CRASHCUSHION;IFC4X3_ADD1;"4.3.1.0"
IfcTransformer;IfcTransformerType;IFC4;"4.0.2.1"
IfcTransportElement;IfcTransportElementType;IFC4;"4.0.2.1"
IfcTubeBundle;IfcTubeBundleType;IFC4;"4.0.2.1"
IfcController/MULTIPOSITION;IfcControllerType/MULTIPOSITION;IFC4X3_ADD1;"4.3.1.0"
IfcController/PROGRAMMABLE;IfcControllerType/PROGRAMMABLE;IFC4X3_ADD1;"4.3.1.0"
IfcInterceptor/CYCLONIC;IfcInterceptorType/CYCLONIC;IFC4X3_ADD1;"4.3.1.0"
IfcInterceptor/GREASE;IfcInterceptorType/GREASE;IFC4X3_ADD1;"4.3.1.0"
IfcInterceptor/OIL;IfcInterceptorType/OIL;IFC4X3_ADD1;"4.3.1.0"
IfcBoiler;IfcBoilerType;IFC4;"4.0.2.1"
IfcController/NOTDEFINED;IfcControllerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcConveyorSegment/BELTCONVEYOR;IfcConveyorSegmentType/BELTCONVEYOR;IFC4X3_ADD1;"4.3.1.0"
IfcConveyorSegment/BUCKETCONVEYOR;IfcConveyorSegmentType/BUCKETCONVEYOR;IFC4X3_ADD1;"4.3.1.0"
IfcBurner/NOTDEFINED;IfcBurnerType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcCableCarrierFitting/BEND;IfcCableCarrierFittingType/BEND;IFC4X1;"4.1.0.0"
IfcCableCarrierFitting/CROSS;IfcCableCarrierFittingType/CROSS;IFC4X1;"4.1.0.0"
IfcCooledBeam/PASSIVE;IfcCooledBeamType/PASSIVE;IFC4X3_ADD1;"4.3.1.0"
IfcCooledBeam/USERDEFINED;IfcCooledBeamType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCoolingTower/MECHANICALFORCEDDRAFT;IfcCoolingTowerType/MECHANICALFORCEDDRAFT;IFC4X3_ADD1;"4.3.1.0"
IfcDoor/BOOM_BARRIER;IfcDoorType/BOOM_BARRIER;IFC4X3_ADD1;"4.3.1.0"
IfcCoolingTower/MECHANICALINDUCEDDRAFT;IfcCoolingTowerType/MECHANICALINDUCEDDRAFT;IFC4X3_ADD1;"4.3.1.0"
IfcCoolingTower/NATURALDRAFT;IfcCoolingTowerType/NATURALDRAFT;IFC4X3_ADD1;"4.3.1.0"
IfcCoolingTower/USERDEFINED;IfcCoolingTowerType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCoolingTower/MECHANICALFORCEDDRAFT;IfcCoolingTowerType/MECHANICALFORCEDDRAFT;IFC4X1;"4.1.0.0"
IfcCoolingTower/USERDEFINED;IfcCoolingTowerType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcAirTerminal/GRILLE;IfcAirTerminalType/GRILLE;IFC4;"4.0.2.1"
IfcOutlet/NOTDEFINED;IfcOutletType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/USERDEFINED;IfcColumnType/USERDEFINED;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/CONCRETE;IfcConstructionMaterialResourceType/CONCRETE;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/DRYWALL;IfcConstructionMaterialResourceType/DRYWALL;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/FUEL;IfcConstructionMaterialResourceType/FUEL;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/GYPSUM;IfcConstructionMaterialResourceType/GYPSUM;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/MASONRY;IfcConstructionMaterialResourceType/MASONRY;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/METAL;IfcConstructionMaterialResourceType/METAL;IFC4;"4.0.2.1"
IfcEngine/INTERNALCOMBUSTION;IfcEngineType/INTERNALCOMBUSTION;IFC4;"4.0.2.1"
IfcEngine/USERDEFINED;IfcEngineType/USERDEFINED;IFC4;"4.0.2.1"
IfcEngine/NOTDEFINED;IfcEngineType/NOTDEFINED;IFC4;"4.0.2.1"
IfcElectricAppliance/FRIDGE_FREEZER;IfcElectricApplianceType/FRIDGE_FREEZER;IFC4X3_ADD1;"4.3.1.0"
IfcFlowInstrument/AMMETER;IfcFlowInstrumentType/AMMETER;IFC4;"4.0.2.1"
IfcFlowMeter/ENERGYMETER;IfcFlowMeterType/ENERGYMETER;IFC4;"4.0.2.1"
IfcFurniture/CHAIR;IfcFurnitureType/CHAIR;IFC4;"4.0.2.1"
IfcFurniture/TABLE;IfcFurnitureType/TABLE;IFC4;"4.0.2.1"
IfcFurniture/DESK;IfcFurnitureType/DESK;IFC4;"4.0.2.1"
IfcFurniture/BED;IfcFurnitureType/BED;IFC4;"4.0.2.1"
IfcFurniture/FILECABINET;IfcFurnitureType/FILECABINET;IFC4;"4.0.2.1"
IfcFurniture/SHELF;IfcFurnitureType/SHELF;IFC4;"4.0.2.1"
IfcTendon/STRAND;IfcTendonType/STRAND;IFC4;"4.0.2.1"
IfcElectricAppliance/USERDEFINED;IfcElectricApplianceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricAppliance/NOTDEFINED;IfcElectricApplianceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcHumidifier/ADIABATICATOMIZING;IfcHumidifierType/ADIABATICATOMIZING;IFC4;"4.0.2.1"
IfcInterceptor/CYCLONIC;IfcInterceptorType/CYCLONIC;IFC4;"4.0.2.1"
IfcInterceptor/GREASE;IfcInterceptorType/GREASE;IFC4;"4.0.2.1"
IfcInterceptor/OIL;IfcInterceptorType/OIL;IFC4;"4.0.2.1"
IfcInterceptor/PETROL;IfcInterceptorType/PETROL;IFC4;"4.0.2.1"
IfcInterceptor/USERDEFINED;IfcInterceptorType/USERDEFINED;IFC4;"4.0.2.1"
IfcMotorConnection/BELTDRIVE;IfcMotorConnectionType/BELTDRIVE;IFC4;"4.0.2.1"
IfcConstructionMaterialResource/USERDEFINED;IfcConstructionMaterialResourceType/USERDEFINED;IFC4;"4.0.2.1"
IfcLaborResource/CLEANING;IfcLaborResourceType/CLEANING;IFC4;"4.0.2.1"
IfcElectricFlowStorageDevice/UPS;IfcElectricFlowStorageDeviceType/UPS;IFC4;"4.0.2.1"
IfcPipeFitting/CONNECTOR;IfcPipeFittingType/CONNECTOR;IFC4;"4.0.2.1"
IfcDoor/TRAPDOOR;IfcDoorType/TRAPDOOR;IFC4X1;"4.1.0.0"
IfcBeam/BEAM;IfcBeamType/BEAM;IFC4X1;"4.1.0.0"
IfcProcedure/ADVICE_WARNING;IfcProcedureType/ADVICE_WARNING;IFC4X1;"4.1.0.0"
IfcLaborResource/CLEANING;IfcLaborResourceType/CLEANING;IFC4X3_ADD1;"4.3.1.0"
IfcElectricTimeControl/USERDEFINED;IfcElectricTimeControlType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcLamp/LED;IfcLampType/LED;IFC4X1;"4.1.0.0"
IfcTask/OPERATION;IfcTaskType/OPERATION;IFC4X1;"4.1.0.0"
IfcLaborResource/GENERAL;IfcLaborResourceType/GENERAL;IFC4;"4.0.2.1"
IfcDistributionChamberElement/INSPECTIONCHAMBER;IfcDistributionChamberElementType/INSPECTIONCHAMBER;IFC4X3_ADD1;"4.3.1.0"
IfcActuator/HANDOPERATEDACTUATOR;IfcActuatorType/HANDOPERATEDACTUATOR;IFC4X3_ADD1;"4.3.1.0"
IfcActuator/HYDRAULICACTUATOR;IfcActuatorType/HYDRAULICACTUATOR;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionChamberElement/USERDEFINED;IfcDistributionChamberElementType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcDistributionChamberElement/NOTDEFINED;IfcDistributionChamberElementType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcActuator/NOTDEFINED;IfcActuatorType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCrewResource/OFFICE;IfcCrewResourceType/OFFICE;IFC4;"4.0.2.1"
IfcCurtainWall/NOTDEFINED;IfcCurtainWallType/NOTDEFINED;IFC4;"4.0.2.1"
IfcAirToAirHeatRecovery/RUNAROUNDCOILLOOP;IfcAirToAirHeatRecoveryType/RUNAROUNDCOILLOOP;IFC4X3_ADD1;"4.3.1.0"
IfcAirToAirHeatRecovery/NOTDEFINED;IfcAirToAirHeatRecoveryType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcElectricGenerator/STANDALONE;IfcElectricGeneratorType/STANDALONE;IFC4;"4.0.2.1"
IfcAudioVisualAppliance/SWITCHER;IfcAudioVisualApplianceType/SWITCHER;IFC4X3_ADD1;"4.3.1.0"
IfcBoiler/WATER;IfcBoilerType/WATER;IFC4X3_ADD1;"4.3.1.0"
IfcBoiler/USERDEFINED;IfcBoilerType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBoiler/NOTDEFINED;IfcBoilerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/APRON;IfcBuildingElementPartType/APRON;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/ARMOURUNIT;IfcBuildingElementPartType/ARMOURUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/INSULATION;IfcBuildingElementPartType/INSULATION;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/PRECASTPANEL;IfcBuildingElementPartType/PRECASTPANEL;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/SAFETYCAGE;IfcBuildingElementPartType/SAFETYCAGE;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementPart/NOTDEFINED;IfcBuildingElementPartType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementProxy/COMPLEX;IfcBuildingElementProxyType/COMPLEX;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementProxy/ELEMENT;IfcBuildingElementProxyType/ELEMENT;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementProxy/PARTIAL;IfcBuildingElementProxyType/PARTIAL;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/CROSS;IfcCableCarrierFittingType/CROSS;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementProxy/PROVISIONFORSPACE;IfcBuildingElementProxyType/PROVISIONFORSPACE;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementProxy/PROVISIONFORVOID;IfcBuildingElementProxyType/PROVISIONFORVOID;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementProxy/USERDEFINED;IfcBuildingElementProxyType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBuildingElementProxy/NOTDEFINED;IfcBuildingElementProxyType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBurner/USERDEFINED;IfcBurnerType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcBurner/NOTDEFINED;IfcBurnerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/BEND;IfcCableCarrierFittingType/BEND;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/CONNECTOR;IfcCableCarrierFittingType/CONNECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/SITEGRADING;IfcLaborResourceType/SITEGRADING;IFC4X1;"4.1.0.0"
IfcCableCarrierFitting/JUNCTION;IfcCableCarrierFittingType/JUNCTION;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/REDUCER;IfcCableCarrierFittingType/REDUCER;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/TEE;IfcCableCarrierFittingType/TEE;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/TRANSITION;IfcCableCarrierFittingType/TRANSITION;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/USERDEFINED;IfcCableCarrierFittingType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierFitting/NOTDEFINED;IfcCableCarrierFittingType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/CABLEBRACKET;IfcCableCarrierSegmentType/CABLEBRACKET;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/CABLELADDERSEGMENT;IfcCableCarrierSegmentType/CABLELADDERSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/CABLETRAYSEGMENT;IfcCableCarrierSegmentType/CABLETRAYSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/CABLETRUNKINGSEGMENT;IfcCableCarrierSegmentType/CABLETRUNKINGSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/CATENARYWIRE;IfcCableCarrierSegmentType/CATENARYWIRE;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/CONDUITSEGMENT;IfcCableCarrierSegmentType/CONDUITSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/DROPPER;IfcCableCarrierSegmentType/DROPPER;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/USERDEFINED;IfcCableCarrierSegmentType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableCarrierSegment/NOTDEFINED;IfcCableCarrierSegmentType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/CONNECTOR;IfcCableFittingType/CONNECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/ENTRY;IfcCableFittingType/ENTRY;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/EXIT;IfcCableFittingType/EXIT;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/FANOUT;IfcCableFittingType/FANOUT;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/JUNCTION;IfcCableFittingType/JUNCTION;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/TRANSITION;IfcCableFittingType/TRANSITION;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/USERDEFINED;IfcCableFittingType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableFitting/NOTDEFINED;IfcCableFittingType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/BUSBARSEGMENT;IfcCableSegmentType/BUSBARSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/CABLESEGMENT;IfcCableSegmentType/CABLESEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/CONDUCTORSEGMENT;IfcCableSegmentType/CONDUCTORSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/CONTACTWIRESEGMENT;IfcCableSegmentType/CONTACTWIRESEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/FIBERSEGMENT;IfcCableSegmentType/FIBERSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/FIBERTUBE;IfcCableSegmentType/FIBERTUBE;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/OPTICALCABLESEGMENT;IfcCableSegmentType/OPTICALCABLESEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/STITCHWIRE;IfcCableSegmentType/STITCHWIRE;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/WIREPAIRSEGMENT;IfcCableSegmentType/WIREPAIRSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/USERDEFINED;IfcCableSegmentType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCableSegment/NOTDEFINED;IfcCableSegmentType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCaissonFoundation/CAISSON;IfcCaissonFoundationType/CAISSON;IFC4X3_ADD1;"4.3.1.0"
IfcCaissonFoundation/WELL;IfcCaissonFoundationType/WELL;IFC4X3_ADD1;"4.3.1.0"
IfcCaissonFoundation/USERDEFINED;IfcCaissonFoundationType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCaissonFoundation/NOTDEFINED;IfcCaissonFoundationType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcChiller/AIRCOOLED;IfcChillerType/AIRCOOLED;IFC4X3_ADD1;"4.3.1.0"
IfcChiller/HEATRECOVERY;IfcChillerType/HEATRECOVERY;IFC4X3_ADD1;"4.3.1.0"
IfcChiller/WATERCOOLED;IfcChillerType/WATERCOOLED;IFC4X3_ADD1;"4.3.1.0"
IfcChiller/NOTDEFINED;IfcChillerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcChimney/USERDEFINED;IfcChimneyType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcChimney/NOTDEFINED;IfcChimneyType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/DXCOOLINGCOIL;IfcCoilType/DXCOOLINGCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/ELECTRICHEATINGCOIL;IfcCoilType/ELECTRICHEATINGCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/GASHEATINGCOIL;IfcCoilType/GASHEATINGCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/HYDRONICCOIL;IfcCoilType/HYDRONICCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/STEAMHEATINGCOIL;IfcCoilType/STEAMHEATINGCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/WATERCOOLINGCOIL;IfcCoilType/WATERCOOLINGCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/WATERHEATINGCOIL;IfcCoilType/WATERHEATINGCOIL;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/USERDEFINED;IfcCoilType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCoil/NOTDEFINED;IfcCoilType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/COLUMN;IfcColumnType/COLUMN;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/PIERSTEM;IfcColumnType/PIERSTEM;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/PILASTER;IfcColumnType/PILASTER;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/STANDCOLUMN;IfcColumnType/STANDCOLUMN;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/USERDEFINED;IfcColumnType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcColumn/NOTDEFINED;IfcColumnType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/ANTENNA;IfcCommunicationsApplianceType/ANTENNA;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/AUTOMATON;IfcCommunicationsApplianceType/AUTOMATON;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/COMPUTER;IfcCommunicationsApplianceType/COMPUTER;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/FAX;IfcCommunicationsApplianceType/FAX;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/GATEWAY;IfcCommunicationsApplianceType/GATEWAY;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/INTELLIGENTPERIPHERAL;IfcCommunicationsApplianceType/INTELLIGENTPERIPHERAL;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/IPNETWORKEQUIPMENT;IfcCommunicationsApplianceType/IPNETWORKEQUIPMENT;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/LINESIDEELECTRONICUNIT;IfcCommunicationsApplianceType/LINESIDEELECTRONICUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/MODEM;IfcCommunicationsApplianceType/MODEM;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/NETWORKAPPLIANCE;IfcCommunicationsApplianceType/NETWORKAPPLIANCE;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/NETWORKBRIDGE;IfcCommunicationsApplianceType/NETWORKBRIDGE;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/NETWORKHUB;IfcCommunicationsApplianceType/NETWORKHUB;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/OPTICALLINETERMINAL;IfcCommunicationsApplianceType/OPTICALLINETERMINAL;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/OPTICALNETWORKUNIT;IfcCommunicationsApplianceType/OPTICALNETWORKUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcCompressor/OPENTYPE;IfcCompressorType/OPENTYPE;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/PRINTER;IfcCommunicationsApplianceType/PRINTER;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/RADIOBLOCKCENTER;IfcCommunicationsApplianceType/RADIOBLOCKCENTER;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/REPEATER;IfcCommunicationsApplianceType/REPEATER;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/ROUTER;IfcCommunicationsApplianceType/ROUTER;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/SCANNER;IfcCommunicationsApplianceType/SCANNER;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/TELECOMMAND;IfcCommunicationsApplianceType/TELECOMMAND;IFC4X3_ADD1;"4.3.1.0"
IfcCommunicationsAppliance/TELEPHONYEXCHANGE;IfcCommunicationsApplianceType/TELEPHONYEXCHANGE;IFC4X3_ADD1;"4.3.1.0"
