"iet_name";"iet_istypedby";"isc_name";"isc_version"
IfcValve/NOTDEFINED;IfcValveType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcVibrationIsolator/COMPRESSION;IfcVibrationIsolatorType/COMPRESSION;IFC4X1;"4.1.0.0"
IfcVibrationIsolator/SPRING;IfcVibrationIsolatorType/SPRING;IFC4X1;"4.1.0.0"
IfcVibrationIsolator/USERDEFINED;IfcVibrationIsolatorType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcVibrationIsolator/NOTDEFINED;IfcVibrationIsolatorType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcWall/MOVABLE;IfcWallType/MOVABLE;IFC4X1;"4.1.0.0"
IfcWall/PARTITIONING;IfcWallType/PARTITIONING;IFC4X1;"4.1.0.0"
IfcWall/PLUMBINGWALL;IfcWallType/PLUMBINGWALL;IFC4X1;"4.1.0.0"
IfcWall/SOLIDWALL;IfcWallType/SOLIDWALL;IFC4X1;"4.1.0.0"
IfcWall/STANDARD;IfcWallType/STANDARD;IFC4X1;"4.1.0.0"
IfcWall/POLYGONAL;IfcWallType/POLYGONAL;IFC4X1;"4.1.0.0"
IfcWall/ELEMENTEDWALL;IfcWallType/ELEMENTEDWALL;IFC4X1;"4.1.0.0"
IfcWall/USERDEFINED;IfcWallType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcWasteTerminal/FLOORTRAP;IfcWasteTerminalType/FLOORTRAP;IFC4X1;"4.1.0.0"
IfcWasteTerminal/FLOORWASTE;IfcWasteTerminalType/FLOORWASTE;IFC4X1;"4.1.0.0"
IfcWasteTerminal/GULLYSUMP;IfcWasteTerminalType/GULLYSUMP;IFC4X1;"4.1.0.0"
IfcWasteTerminal/GULLYTRAP;IfcWasteTerminalType/GULLYTRAP;IFC4X1;"4.1.0.0"
IfcWasteTerminal/ROOFDRAIN;IfcWasteTerminalType/ROOFDRAIN;IFC4X1;"4.1.0.0"
IfcWasteTerminal/WASTEDISPOSALUNIT;IfcWasteTerminalType/WASTEDISPOSALUNIT;IFC4X1;"4.1.0.0"
IfcWasteTerminal/NOTDEFINED;IfcWasteTerminalType/NOTDEFINED;IFC4X1;"4.1.0.0"
IfcLamp/COMPACTFLUORESCENT;IfcLampType/COMPACTFLUORESCENT;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/FLUORESCENT;IfcLampType/FLUORESCENT;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/HALOGEN;IfcLampType/HALOGEN;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/HIGHPRESSUREMERCURY;IfcLampType/HIGHPRESSUREMERCURY;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/HIGHPRESSURESODIUM;IfcLampType/HIGHPRESSURESODIUM;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/LED;IfcLampType/LED;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/METALHALIDE;IfcLampType/METALHALIDE;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/OLED;IfcLampType/OLED;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/TUNGSTENFILAMENT;IfcLampType/TUNGSTENFILAMENT;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/USERDEFINED;IfcLampType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLamp/NOTDEFINED;IfcLampType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLightFixture/DIRECTIONSOURCE;IfcLightFixtureType/DIRECTIONSOURCE;IFC4X3_ADD1;"4.3.1.0"
IfcLightFixture/POINTSOURCE;IfcLightFixtureType/POINTSOURCE;IFC4X3_ADD1;"4.3.1.0"
IfcLightFixture/SECURITYLIGHTING;IfcLightFixtureType/SECURITYLIGHTING;IFC4X3_ADD1;"4.3.1.0"
IfcLightFixture/USERDEFINED;IfcLightFixtureType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLightFixture/NOTDEFINED;IfcLightFixtureType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLiquidTerminal/HOSEREEL;IfcLiquidTerminalType/HOSEREEL;IFC4X3_ADD1;"4.3.1.0"
IfcLiquidTerminal/LOADINGARM;IfcLiquidTerminalType/LOADINGARM;IFC4X3_ADD1;"4.3.1.0"
IfcLiquidTerminal/USERDEFINED;IfcLiquidTerminalType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLiquidTerminal/NOTDEFINED;IfcLiquidTerminalType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/ANCHORBOLT;IfcMechanicalFastenerType/ANCHORBOLT;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/BOLT;IfcMechanicalFastenerType/BOLT;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/CHAIN;IfcMechanicalFastenerType/CHAIN;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/COUPLER;IfcMechanicalFastenerType/COUPLER;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/DOWEL;IfcMechanicalFastenerType/DOWEL;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/NAIL;IfcMechanicalFastenerType/NAIL;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/NAILPLATE;IfcMechanicalFastenerType/NAILPLATE;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/RAILFASTENING;IfcMechanicalFastenerType/RAILFASTENING;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/RAILJOINT;IfcMechanicalFastenerType/RAILJOINT;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/RIVET;IfcMechanicalFastenerType/RIVET;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/ROPE;IfcMechanicalFastenerType/ROPE;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/SCREW;IfcMechanicalFastenerType/SCREW;IFC4X3_ADD1;"4.3.1.0"
IfcMember/MEMBER;IfcMemberType/MEMBER;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/SHEARCONNECTOR;IfcMechanicalFastenerType/SHEARCONNECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/STAPLE;IfcMechanicalFastenerType/STAPLE;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/STUDSHEARCONNECTOR;IfcMechanicalFastenerType/STUDSHEARCONNECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/USERDEFINED;IfcMechanicalFastenerType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMechanicalFastener/NOTDEFINED;IfcMechanicalFastenerType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMedicalDevice/AIRSTATION;IfcMedicalDeviceType/AIRSTATION;IFC4X3_ADD1;"4.3.1.0"
IfcMedicalDevice/FEEDAIRUNIT;IfcMedicalDeviceType/FEEDAIRUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcMedicalDevice/OXYGENGENERATOR;IfcMedicalDeviceType/OXYGENGENERATOR;IFC4X3_ADD1;"4.3.1.0"
IfcMedicalDevice/OXYGENPLANT;IfcMedicalDeviceType/OXYGENPLANT;IFC4X3_ADD1;"4.3.1.0"
IfcMedicalDevice/VACUUMSTATION;IfcMedicalDeviceType/VACUUMSTATION;IFC4X3_ADD1;"4.3.1.0"
IfcMedicalDevice/USERDEFINED;IfcMedicalDeviceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMedicalDevice/NOTDEFINED;IfcMedicalDeviceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMember/ARCH_SEGMENT;IfcMemberType/ARCH_SEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcMember/BRACE;IfcMemberType/BRACE;IFC4X3_ADD1;"4.3.1.0"
IfcMember/CHORD;IfcMemberType/CHORD;IFC4X3_ADD1;"4.3.1.0"
IfcMember/COLLAR;IfcMemberType/COLLAR;IFC4X3_ADD1;"4.3.1.0"
IfcMember/MULLION;IfcMemberType/MULLION;IFC4X3_ADD1;"4.3.1.0"
IfcMember/PLATE;IfcMemberType/PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcMember/POST;IfcMemberType/POST;IFC4X3_ADD1;"4.3.1.0"
IfcMember/PURLIN;IfcMemberType/PURLIN;IFC4X3_ADD1;"4.3.1.0"
IfcMember/RAFTER;IfcMemberType/RAFTER;IFC4X3_ADD1;"4.3.1.0"
IfcMember/STAY_CABLE;IfcMemberType/STAY_CABLE;IFC4X3_ADD1;"4.3.1.0"
IfcMember/STIFFENING_RIB;IfcMemberType/STIFFENING_RIB;IFC4X3_ADD1;"4.3.1.0"
IfcMember/STRINGER;IfcMemberType/STRINGER;IFC4X3_ADD1;"4.3.1.0"
IfcMember/STRUCTURALCABLE;IfcMemberType/STRUCTURALCABLE;IFC4X3_ADD1;"4.3.1.0"
IfcMember/STRUT;IfcMemberType/STRUT;IFC4X3_ADD1;"4.3.1.0"
IfcMember/STUD;IfcMemberType/STUD;IFC4X3_ADD1;"4.3.1.0"
IfcMember/SUSPENDER;IfcMemberType/SUSPENDER;IFC4X3_ADD1;"4.3.1.0"
IfcMember/SUSPENSION_CABLE;IfcMemberType/SUSPENSION_CABLE;IFC4X3_ADD1;"4.3.1.0"
IfcMember/TIEBAR;IfcMemberType/TIEBAR;IFC4X3_ADD1;"4.3.1.0"
IfcMember/USERDEFINED;IfcMemberType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMember/NOTDEFINED;IfcMemberType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/ACCESSPOINT;IfcMobileTelecommunicationsApplianceType/ACCESSPOINT;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/BASEBANDUNIT;IfcMobileTelecommunicationsApplianceType/BASEBANDUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/BASETRANSCEIVERSTATION;IfcMobileTelecommunicationsApplianceType/BASETRANSCEIVERSTATION;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/E_UTRAN_NODE_B;IfcMobileTelecommunicationsApplianceType/E_UTRAN_NODE_B;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/GATEWAY_GPRS_SUPPORT_NODE;IfcMobileTelecommunicationsApplianceType/GATEWAY_GPRS_SUPPORT_NODE;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/MASTERUNIT;IfcMobileTelecommunicationsApplianceType/MASTERUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/MOBILESWITCHINGCENTER;IfcMobileTelecommunicationsApplianceType/MOBILESWITCHINGCENTER;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/MSCSERVER;IfcMobileTelecommunicationsApplianceType/MSCSERVER;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/PACKETCONTROLUNIT;IfcMobileTelecommunicationsApplianceType/PACKETCONTROLUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/REMOTERADIOUNIT;IfcMobileTelecommunicationsApplianceType/REMOTERADIOUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/REMOTEUNIT;IfcMobileTelecommunicationsApplianceType/REMOTEUNIT;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/SERVICE_GPRS_SUPPORT_NODE;IfcMobileTelecommunicationsApplianceType/SERVICE_GPRS_SUPPORT_NODE;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/SUBSCRIBERSERVER;IfcMobileTelecommunicationsApplianceType/SUBSCRIBERSERVER;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/USERDEFINED;IfcMobileTelecommunicationsApplianceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMobileTelecommunicationsAppliance/NOTDEFINED;IfcMobileTelecommunicationsApplianceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMooringDevice/BOLLARD;IfcMooringDeviceType/BOLLARD;IFC4X3_ADD1;"4.3.1.0"
IfcMooringDevice/LINETENSIONER;IfcMooringDeviceType/LINETENSIONER;IFC4X3_ADD1;"4.3.1.0"
IfcMooringDevice/MAGNETICDEVICE;IfcMooringDeviceType/MAGNETICDEVICE;IFC4X3_ADD1;"4.3.1.0"
IfcMooringDevice/MOORINGHOOKS;IfcMooringDeviceType/MOORINGHOOKS;IFC4X3_ADD1;"4.3.1.0"
IfcMooringDevice/VACUUMDEVICE;IfcMooringDeviceType/VACUUMDEVICE;IFC4X3_ADD1;"4.3.1.0"
IfcMooringDevice/USERDEFINED;IfcMooringDeviceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMooringDevice/NOTDEFINED;IfcMooringDeviceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMotorConnection/BELTDRIVE;IfcMotorConnectionType/BELTDRIVE;IFC4X3_ADD1;"4.3.1.0"
IfcMotorConnection/COUPLING;IfcMotorConnectionType/COUPLING;IFC4X3_ADD1;"4.3.1.0"
IfcMotorConnection/DIRECTDRIVE;IfcMotorConnectionType/DIRECTDRIVE;IFC4X3_ADD1;"4.3.1.0"
IfcMotorConnection/USERDEFINED;IfcMotorConnectionType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcMotorConnection/NOTDEFINED;IfcMotorConnectionType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcNavigationElement/BEACON;IfcNavigationElementType/BEACON;IFC4X3_ADD1;"4.3.1.0"
IfcNavigationElement/BUOY;IfcNavigationElementType/BUOY;IFC4X3_ADD1;"4.3.1.0"
IfcNavigationElement/USERDEFINED;IfcNavigationElementType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcOutlet/AUDIOVISUALOUTLET;IfcOutletType/AUDIOVISUALOUTLET;IFC4X3_ADD1;"4.3.1.0"
IfcOutlet/COMMUNICATIONSOUTLET;IfcOutletType/COMMUNICATIONSOUTLET;IFC4X3_ADD1;"4.3.1.0"
IfcOutlet/DATAOUTLET;IfcOutletType/DATAOUTLET;IFC4X3_ADD1;"4.3.1.0"
IfcOutlet/POWEROUTLET;IfcOutletType/POWEROUTLET;IFC4X3_ADD1;"4.3.1.0"
IfcOutlet/TELEPHONEOUTLET;IfcOutletType/TELEPHONEOUTLET;IFC4X3_ADD1;"4.3.1.0"
IfcOutlet/USERDEFINED;IfcOutletType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPavement/FLEXIBLE;IfcPavementType/FLEXIBLE;IFC4X3_ADD1;"4.3.1.0"
IfcPavement/RIGID;IfcPavementType/RIGID;IFC4X3_ADD1;"4.3.1.0"
IfcPavement/USERDEFINED;IfcPavementType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPavement/NOTDEFINED;IfcPavementType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPile/BORED;IfcPileType/BORED;IFC4X3_ADD1;"4.3.1.0"
IfcPile/COHESION;IfcPileType/COHESION;IFC4X3_ADD1;"4.3.1.0"
IfcPile/DRIVEN;IfcPileType/DRIVEN;IFC4X3_ADD1;"4.3.1.0"
IfcPile/FRICTION;IfcPileType/FRICTION;IFC4X3_ADD1;"4.3.1.0"
IfcPile/JETGROUTING;IfcPileType/JETGROUTING;IFC4X3_ADD1;"4.3.1.0"
IfcPile/SUPPORT;IfcPileType/SUPPORT;IFC4X3_ADD1;"4.3.1.0"
IfcPile/USERDEFINED;IfcPileType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPile/NOTDEFINED;IfcPileType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/BEND;IfcPipeFittingType/BEND;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/CONNECTOR;IfcPipeFittingType/CONNECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/ENTRY;IfcPipeFittingType/ENTRY;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/EXIT;IfcPipeFittingType/EXIT;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/JUNCTION;IfcPipeFittingType/JUNCTION;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/OBSTRUCTION;IfcPipeFittingType/OBSTRUCTION;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/TRANSITION;IfcPipeFittingType/TRANSITION;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/USERDEFINED;IfcPipeFittingType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPipeFitting/NOTDEFINED;IfcPipeFittingType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/CULVERT;IfcPipeSegmentType/CULVERT;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/FLEXIBLESEGMENT;IfcPipeSegmentType/FLEXIBLESEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/GUTTER;IfcPipeSegmentType/GUTTER;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/RIGIDSEGMENT;IfcPipeSegmentType/RIGIDSEGMENT;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/SPOOL;IfcPipeSegmentType/SPOOL;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/USERDEFINED;IfcPipeSegmentType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPipeSegment/NOTDEFINED;IfcPipeSegmentType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/BASE_PLATE;IfcPlateType/BASE_PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/COVER_PLATE;IfcPlateType/COVER_PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/CURTAIN_PANEL;IfcPlateType/CURTAIN_PANEL;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/FLANGE_PLATE;IfcPlateType/FLANGE_PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/GUSSET_PLATE;IfcPlateType/GUSSET_PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/SHEET;IfcPlateType/SHEET;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/SPLICE_PLATE;IfcPlateType/SPLICE_PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/STIFFENER_PLATE;IfcPlateType/STIFFENER_PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/WEB_PLATE;IfcPlateType/WEB_PLATE;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/USERDEFINED;IfcPlateType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPlate/NOTDEFINED;IfcPlateType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/ADVICE_NOTE;IfcProcedureType/ADVICE_NOTE;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/ADVICE_WARNING;IfcProcedureType/ADVICE_WARNING;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/CALIBRATION;IfcProcedureType/CALIBRATION;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/DIAGNOSTIC;IfcProcedureType/DIAGNOSTIC;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/SHUTDOWN;IfcProcedureType/SHUTDOWN;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/STARTUP;IfcProcedureType/STARTUP;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/USERDEFINED;IfcProcedureType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/NOTDEFINED;IfcProcedureType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/FLOORING;IfcLaborResourceType/FLOORING;IFC4X1;"4.1.0.0"
IfcProtectiveDevice/ANTI_ARCING_DEVICE;IfcProtectiveDeviceType/ANTI_ARCING_DEVICE;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/CIRCUITBREAKER;IfcProtectiveDeviceType/CIRCUITBREAKER;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/EARTHINGSWITCH;IfcProtectiveDeviceType/EARTHINGSWITCH;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/EARTHLEAKAGECIRCUITBREAKER;IfcProtectiveDeviceType/EARTHLEAKAGECIRCUITBREAKER;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/FUSEDISCONNECTOR;IfcProtectiveDeviceType/FUSEDISCONNECTOR;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/RESIDUALCURRENTCIRCUITBREAKER;IfcProtectiveDeviceType/RESIDUALCURRENTCIRCUITBREAKER;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/RESIDUALCURRENTSWITCH;IfcProtectiveDeviceType/RESIDUALCURRENTSWITCH;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/SPARKGAP;IfcProtectiveDeviceType/SPARKGAP;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/VARISTOR;IfcProtectiveDeviceType/VARISTOR;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/VOLTAGELIMITER;IfcProtectiveDeviceType/VOLTAGELIMITER;IFC4X3_ADD1;"4.3.1.0"
IfcCrewResource/USERDEFINED;IfcCrewResourceType/USERDEFINED;IFC4X1;"4.1.0.0"
IfcProtectiveDevice/USERDEFINED;IfcProtectiveDeviceType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDevice/NOTDEFINED;IfcProtectiveDeviceType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDeviceTrippingUnit/ELECTROMAGNETIC;IfcProtectiveDeviceTrippingUnitType/ELECTROMAGNETIC;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDeviceTrippingUnit/ELECTRONIC;IfcProtectiveDeviceTrippingUnitType/ELECTRONIC;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDeviceTrippingUnit/RESIDUALCURRENT;IfcProtectiveDeviceTrippingUnitType/RESIDUALCURRENT;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDeviceTrippingUnit/THERMAL;IfcProtectiveDeviceTrippingUnitType/THERMAL;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDeviceTrippingUnit/USERDEFINED;IfcProtectiveDeviceTrippingUnitType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcProtectiveDeviceTrippingUnit/NOTDEFINED;IfcProtectiveDeviceTrippingUnitType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPump/CIRCULATOR;IfcPumpType/CIRCULATOR;IFC4X3_ADD1;"4.3.1.0"
IfcPump/ENDSUCTION;IfcPumpType/ENDSUCTION;IFC4X3_ADD1;"4.3.1.0"
IfcPump/SPLITCASE;IfcPumpType/SPLITCASE;IFC4X3_ADD1;"4.3.1.0"
IfcPump/SUBMERSIBLEPUMP;IfcPumpType/SUBMERSIBLEPUMP;IFC4X3_ADD1;"4.3.1.0"
IfcPump/SUMPPUMP;IfcPumpType/SUMPPUMP;IFC4X3_ADD1;"4.3.1.0"
IfcPump/VERTICALINLINE;IfcPumpType/VERTICALINLINE;IFC4X3_ADD1;"4.3.1.0"
IfcPump/VERTICALTURBINE;IfcPumpType/VERTICALTURBINE;IFC4X3_ADD1;"4.3.1.0"
IfcPump/USERDEFINED;IfcPumpType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcPump/NOTDEFINED;IfcPumpType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcRail/BLADE;IfcRailType/BLADE;IFC4X3_ADD1;"4.3.1.0"
IfcRail/CHECKRAIL;IfcRailType/CHECKRAIL;IFC4X3_ADD1;"4.3.1.0"
IfcRail/GUARDRAIL;IfcRailType/GUARDRAIL;IFC4X3_ADD1;"4.3.1.0"
IfcRail/RACKRAIL;IfcRailType/RACKRAIL;IFC4X3_ADD1;"4.3.1.0"
IfcRail/RAIL;IfcRailType/RAIL;IFC4X3_ADD1;"4.3.1.0"
IfcRail/STOCKRAIL;IfcRailType/STOCKRAIL;IFC4X3_ADD1;"4.3.1.0"
IfcRail/USERDEFINED;IfcRailType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcRail/NOTDEFINED;IfcRailType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcRailing/BALUSTRADE;IfcRailingType/BALUSTRADE;IFC4X3_ADD1;"4.3.1.0"
IfcRailing/FENCE;IfcRailingType/FENCE;IFC4X3_ADD1;"4.3.1.0"
IfcRailing/GUARDRAIL;IfcRailingType/GUARDRAIL;IFC4X3_ADD1;"4.3.1.0"
IfcRailing/HANDRAIL;IfcRailingType/HANDRAIL;IFC4X3_ADD1;"4.3.1.0"
IfcRailing/USERDEFINED;IfcRailingType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcRailing/NOTDEFINED;IfcRailingType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/HALF_TURN_RAMP;IfcRampType/HALF_TURN_RAMP;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/QUARTER_TURN_RAMP;IfcRampType/QUARTER_TURN_RAMP;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/SPIRAL_RAMP;IfcRampType/SPIRAL_RAMP;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/STRAIGHT_RUN_RAMP;IfcRampType/STRAIGHT_RUN_RAMP;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/TWO_QUARTER_TURN_RAMP;IfcRampType/TWO_QUARTER_TURN_RAMP;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/TWO_STRAIGHT_RUN_RAMP;IfcRampType/TWO_STRAIGHT_RUN_RAMP;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/USERDEFINED;IfcRampType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcRamp/NOTDEFINED;IfcRampType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcLaborResource/ROOFING;IfcLaborResourceType/ROOFING;IFC4X1;"4.1.0.0"
IfcRampFlight/SPIRAL;IfcRampFlightType/SPIRAL;IFC4X3_ADD1;"4.3.1.0"
IfcRampFlight/STRAIGHT;IfcRampFlightType/STRAIGHT;IFC4X3_ADD1;"4.3.1.0"
IfcRampFlight/USERDEFINED;IfcRampFlightType/USERDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcRampFlight/NOTDEFINED;IfcRampFlightType/NOTDEFINED;IFC4X3_ADD1;"4.3.1.0"
IfcReinforcingBar/ANCHORING;IfcReinforcingBarType/ANCHORING;IFC4X3_ADD1;"4.3.1.0"
IfcReinforcingBar/EDGE;IfcReinforcingBarType/EDGE;IFC4X3_ADD1;"4.3.1.0"
IfcReinforcingBar/LIGATURE;IfcReinforcingBarType/LIGATURE;IFC4X3_ADD1;"4.3.1.0"
IfcProcedure/SHUTDOWN;IfcProcedureType/SHUTDOWN;IFC4X1;"4.1.0.0"
IfcReinforcingBar/MAIN;IfcReinforcingBarType/MAIN;IFC4X3_ADD1;"4.3.1.0"
IfcReinforcingBar/PUNCHING;IfcReinforcingBarType/PUNCHING;IFC4X3_ADD1;"4.3.1.0"
IfcReinforcingBar/RING;IfcReinforcingBarType/RING;IFC4X3_ADD1;"4.3.1.0"
